X	NoNoise	Noisy
888	-25.55467075	200.7658115
888.5	-15.15809341	-2278.009321
889	-4.715447892	-73.01868583
889.5	5.680587217	-899.5263238
890	15.93832458	287.463203
890.5	25.96788172	-669.5458946
891	35.68197519	692.4953249
891.5	44.99668832	441.2699019
892	53.83220554	475.6917961
892.5	62.11350684	197.39308
893	69.77101614	1290.987165
893.5	76.74119783	1232.683913
894	82.96709627	1401.758446
894.5	88.39881345	1564.737509
895	92.99392068	686.6517143
895.5	96.71780076	474.6939353
896	99.54391776	-75.58926208
896.5	101.4540121	1394.781011
897	102.4382194	286.7874676
897.5	102.4951125	197.1195029
898	101.6316656	1662.348811
898.5	99.86314315	678.1610375
899	97.21291167	3184.95098
899.5	93.71217973	24.05752261
900	89.39966636	463.1472768
900.5	84.32120242	1870.487122
901	78.52926836	-3333.067404
901.5	72.08247305	-721.549138
902	65.04497865	951.6391718
902.5	57.48587708	2696.351099
903	49.47852398	1491.107237
903.5	41.09983662	-1043.719175
904	32.42956234	-578.5882339
904.5	23.54952448	921.1434149
905	14.5428529	-217.7492774
905.5	5.493206359	1429.017869
906	-3.516005934	953.6551564
906.5	-12.40239635	-739.425755
907	-21.08535721	934.7624829
907.5	-29.48679843	-2433.971762
908	-37.53185758	188.7044471
908.5	-45.14957584	-346.5088263
909	-52.2735336	-2665.618408
909.5	-58.84243984	1546.845491
910	-64.80066998	287.4012172
910.5	-70.09874732	45.93569907
911	-74.69376376	1141.030594
911.5	-78.54973604	807.9460543
912	-81.63789447	-1079.006569
912.5	-83.93690171	-889.5531216
913	-85.43299979	-68.08030419
913.5	-86.12008432	1332.975108
914	-85.99970557	-1401.760938
914.5	-85.08099672	-442.4376141
915	-83.38053034	540.6439035
915.5	-80.92210476	-925.9267873
916	-77.7364629	-1080.484289
916.5	-73.86094636	293.5548231
917	-69.33908861	-1110.451135
917.5	-64.2201515	2694.3866
918	-58.55860973	-1423.289297
918.5	-52.41358869	2528.708898
919	-45.84826122	-1210.88083
919.5	-38.92920951	1163.9842
920	-31.72575832	1747.514737
920.5	-24.30928643	-826.1653291
921	-16.7525228	-2027.982951
921.5	-9.12883473	-1311.913584
922	-1.511514783	1705.918832
922.5	6.026926497	-1737.868807
923	13.41545512	-1018.667605
923.5	20.58518876	-2127.817139
924	27.47004595	-889.3501024
924.5	34.00736303	-1771.412215
925	40.13847312	-440.1678
925.5	45.80924148	1607.534778
926	50.97055234	1066.332795
926.5	55.5787427	929.1296392
927	59.59597902	583.0010516
927.5	62.99057354	930.4738746
928	65.73723747	910.5666329
928.5	67.81726882	-329.2165562
929	69.21867358	-1463.944686
929.5	69.93621937	-805.4694045
930	69.9714215	1481.633489
930.5	69.3324621	-745.3026272
931	68.03404347	2537.305546
931.5	66.09717764	1968.192764
932	63.54891476	392.5186575
932.5	60.42201333	952.238792
933	56.75455614	179.2098282
933.5	52.58951611	-1302.384228
934	47.97427689	4538.979283
934.5	42.96011326	695.5666658
935	37.60163703	-74.67948114
935.5	31.95621421	-904.2083575
936	26.08335979	-2794.318058
936.5	20.04411627	-129.7927668
937	13.90042251	1028.483119
937.5	7.714479466	1014.842359
938	1.548119283	1879.333952
938.5	-4.537815758	1908.035387
939	-10.48407818	-93.04738394
939.5	-16.23359796	-669.685444
940	-21.73203712	-135.6674884
940.5	-26.92831073	-826.4264582
941	-31.77506916	643.9733419
941.5	-36.22913698	2670.091554
942	-40.25190423	2250.120796
942.5	-43.80966646	-3.685110257
943	-46.8739104	386.212563
943.5	-49.4215427	424.0832979
944	-51.43505996	-1489.549634
944.5	-52.90265865	1199.638036
945	-53.81828442	951.9092851
945.5	-54.18162075	-2567.399592
946	-53.99801765	-37.00504441
946.5	-53.27836173	-883.5409909
947	-52.03888946	-1321.955711
947.5	-50.30094634	-882.864413
948	-48.09069486	-63.34904266
948.5	-45.43877488	51.31287969
949	-42.37992068	-2787.004684
949.5	-38.95253901	101.4274213
950	-35.19825314	-2897.774709
950.5	-31.16141812	-768.0345811
951	-26.88861283	1668.867139
951.5	-22.42811447	904.1277826
952	-17.82936128	-627.9794507
952.5	-13.14240971	-2243.387324
953	-8.417391639	-634.1973097
953.5	-3.703977866	3138.536019
954	0.949146554	-753.1974861
954.5	5.494789368	611.9942847
955	9.887735296	-858.4947828
955.5	14.08520219	1373.222857
956	18.04726447	-1103.560609
956.5	21.73723957	-2108.909082
957	25.12203339	-627.4055855
957.5	28.17244158	682.2101165
958	30.8634036	1091.468706
958.5	33.17420741	-4022.086038
959	35.08864299	-984.3961495
959.5	36.59510358	3961.776001
960	37.68663409	-2720.926638
960.5	38.36092685	-1561.48222
961	38.62026522	-2268.160787
961.5	38.47141648	2882.209953
962	37.9254757	-1024.155416
962.5	36.99766308	-900.9617349
963	35.70707753	-2905.201139
963.5	34.07640997	424.4218499
964	32.13162007	257.4665787
964.5	29.90158065	1331.649316
965	27.41769427	-3432.621238
965.5	24.71348676	277.8736321
966	21.8241828	1055.453838
966.5	18.78626868	-1143.107855
967	15.63704755	-157.9294016
967.5	12.41419251	1075.997407
968	9.155302738	1868.354223
968.5	5.897468063	-236.2598507
969	2.676846846	-1455.143264
969.5	-0.471737851	-1380.669343
970	-3.515179274	1092.345963
970.5	-6.422440869	-2513.844251
971	-9.164879178	-1769.452652
971.5	-11.71653224	251.3031417
972	-14.05437048	-5463.497106
972.5	-16.15850748	807.4879778
973	-18.01236871	-3472.603923
973.5	-19.60281661	-1529.10266
974	-20.92023112	2288.165895
974.5	-21.95854535	-2012.16651
975	-22.71523636	868.24111
975.5	-23.19127204	-2659.55955
976	-23.39101515	30.81325384
976.5	-23.32208643	2161.217858
977	-22.99518901	1763.094374
977.5	-22.42389692	-1001.960851
978	-21.62441091	-554.2681743
978.5	-20.61528502	-1368.88045
979	-19.41712798	-2698.310666
979.5	-18.0522836	-528.0042845
980	-16.54449442	-1841.92441
980.5	-14.91855351	-1887.749242
981	-13.19994885	731.2114356
981.5	-11.41450531	-2756.613527
982	-9.588028827	-1710.353034
982.5	-7.745957558	-1369.319915
983	-5.913024561	-1531.209816
983.5	-4.112936374	849.8725359
984	-2.368071639	153.5791104
984.5	-0.699203589	-575.7279294
985	0.874750096	-1815.676059
985.5	2.336946984	-2083.883577
986	3.672806466	-1569.370876
986.5	4.870161011	-748.6270089
987	5.919370404	265.2595934
987.5	6.813397764	1144.646391
988	7.547846699	-1846.318179
988.5	8.120959456	886.7125747
989	8.533576489	-1417.429241
989.5	8.789058394	84.18709466
990	8.893171656	1474.899527
990.5	8.853940183	-1542.876083
991	8.681465048	1910.994413
991.5	8.387715302	43.37338472
992	7.986293122	-410.0820096
992.5	7.492176907	133.2063296
993	6.921446231	75.68023795
993.5	6.290992833	-1164.305832
994	5.618221977	-326.6139568
994.5	4.920748697	-396.7187548
995	4.216093452	3120.240284
995.5	3.521381781	-2742.318623
996	2.853052447	-1750.185779
996.5	2.226578451	243.3777698
997	1.656205137	-1252.740441
997.5	1.154709319	3000.102202
998	0.733183112	-1060.2923
998.5	0.400845772	-1116.712446
999	0.164886441	-765.1522209
999.5	0.030340287	-1013.664971
